center_id,ts_bucket,agents_scheduled,agents_logged_in,shrinkage_pct,sla_target_sec
SC-109,2026-07-13 20:30:00,7.14,5.18,27.41,60.0
SC-109,2026-07-13 21:00:00,5.55,4.12,25.66,60.0
SC-109,2026-07-13 21:30:00,3.66,2.8,23.52,60.0
SC-109,2026-07-13 22:00:00,2.94,2.1,28.42,60.0
SC-109,2026-07-13 22:30:00,2.78,2.0,27.93,60.0
SC-109,2026-07-13 23:00:00,2.46,1.84,25.16,60.0
SC-109,2026-07-13 23:30:00,2.65,2.03,23.31,60.0
SC-109,2026-07-14 08:00:00,25.27,19.27,23.73,60.0
SC-109,2026-07-14 08:30:00,43.68,29.5,32.47,60.0
SC-109,2026-07-14 09:00:00,48.67,35.2,27.69,60.0
SC-109,2026-07-14 09:30:00,66.7,52.11,21.88,60.0
SC-109,2026-07-14 10:00:00,57.88,43.71,24.48,60.0
SC-109,2026-07-14 10:30:00,72.45,53.99,25.48,60.0
SC-109,2026-07-14 11:00:00,72.71,56.06,22.89,60.0
SC-109,2026-07-14 11:30:00,72.83,53.29,26.83,60.0
SC-109,2026-07-14 12:00:00,69.73,52.5,24.71,60.0
SC-109,2026-07-14 12:30:00,67.48,52.0,22.95,60.0
SC-109,2026-07-14 13:00:00,55.52,39.55,28.76,60.0
SC-109,2026-07-14 13:30:00,55.84,42.19,24.45,60.0
SC-109,2026-07-14 14:00:00,52.55,39.85,24.16,60.0
SC-109,2026-07-14 14:30:00,55.73,38.06,31.71,60.0
SC-109,2026-07-14 15:00:00,52.36,35.24,32.71,60.0
SC-109,2026-07-14 15:30:00,42.27,30.08,28.82,60.0
SC-109,2026-07-14 16:00:00,41.97,31.81,24.2,60.0
SC-109,2026-07-14 16:30:00,38.81,26.13,32.66,60.0
SC-109,2026-07-14 17:00:00,31.72,22.58,28.82,60.0
SC-109,2026-07-14 17:30:00,29.15,22.12,24.1,60.0
SC-109,2026-07-14 18:00:00,23.2,17.37,25.14,60.0
SC-109,2026-07-14 18:30:00,20.41,15.22,25.45,60.0
SC-109,2026-07-14 19:00:00,15.66,11.5,26.58,60.0
SC-109,2026-07-14 19:30:00,12.75,8.89,30.33,60.0
SC-109,2026-07-14 20:00:00,9.47,6.98,26.28,60.0
SC-109,2026-07-14 20:30:00,8.4,5.65,32.72,60.0
SC-109,2026-07-14 21:00:00,5.0,3.51,29.89,60.0
SC-109,2026-07-14 21:30:00,3.41,2.32,32.01,60.0
SC-109,2026-07-14 22:00:00,2.69,2.06,23.5,60.0
SC-109,2026-07-14 22:30:00,2.86,2.02,29.37,60.0
SC-109,2026-07-14 23:00:00,2.9,1.97,32.1,60.0
SC-109,2026-07-14 23:30:00,2.75,1.99,27.76,60.0
SC-109,2026-07-15 08:00:00,29.56,20.68,30.04,60.0
SC-109,2026-07-15 08:30:00,48.71,33.61,31.01,60.0
SC-109,2026-07-15 09:00:00,62.23,43.22,30.55,60.0
SC-109,2026-07-15 09:30:00,59.4,43.45,26.85,60.0
SC-109,2026-07-15 10:00:00,80.15,54.77,31.66,60.0
SC-109,2026-07-15 10:30:00,75.18,55.35,26.38,60.0
SC-109,2026-07-15 11:00:00,88.82,61.72,30.51,60.0
SC-109,2026-07-15 11:30:00,96.3,63.54,34.02,60.0
SC-109,2026-07-15 12:00:00,72.37,48.99,32.31,60.0
SC-109,2026-07-15 12:30:00,77.68,60.8,21.73,60.0
SC-109,2026-07-15 13:00:00,71.47,52.93,25.94,60.0
SC-109,2026-07-15 13:30:00,63.28,47.59,24.79,60.0
SC-109,2026-07-15 14:00:00,63.59,44.03,30.76,60.0
SC-109,2026-07-15 14:30:00,62.41,43.83,29.77,60.0
SC-109,2026-07-15 15:00:00,45.25,33.05,26.97,60.0
SC-109,2026-07-15 15:30:00,48.29,37.73,21.87,60.0
SC-109,2026-07-15 16:00:00,41.05,29.96,27.02,60.0
SC-109,2026-07-15 16:30:00,37.75,29.4,22.11,60.0
SC-109,2026-07-15 17:00:00,37.86,27.75,26.69,60.0
SC-109,2026-07-15 17:30:00,35.97,23.11,35.75,60.0
SC-109,2026-07-15 18:00:00,26.32,20.26,23.04,60.0
SC-109,2026-07-15 18:30:00,20.77,14.55,29.95,60.0
SC-109,2026-07-15 19:00:00,17.42,12.68,27.18,60.0
SC-109,2026-07-15 19:30:00,12.1,8.51,29.69,60.0
SC-109,2026-07-15 20:00:00,8.33,6.1,26.85,60.0
SC-109,2026-07-15 20:30:00,7.03,5.55,21.08,60.0
SC-109,2026-07-15 21:00:00,5.99,3.78,36.94,60.0
SC-109,2026-07-15 21:30:00,3.83,2.6,32.12,60.0
SC-109,2026-07-15 22:00:00,3.03,2.03,32.97,60.0
SC-109,2026-07-15 22:30:00,2.71,1.97,27.43,60.0
SC-109,2026-07-15 23:00:00,2.82,1.94,31.13,60.0
SC-109,2026-07-15 23:30:00,2.71,2.02,25.42,60.0
SC-109,2026-07-16 08:00:00,25.33,16.56,34.61,60.0
SC-109,2026-07-16 08:30:00,37.93,26.89,29.11,60.0
SC-109,2026-07-16 09:00:00,47.5,36.35,23.47,60.0
SC-109,2026-07-16 09:30:00,61.31,46.17,24.68,60.0
SC-109,2026-07-16 10:00:00,54.7,43.21,21.0,60.0
SC-109,2026-07-16 10:30:00,59.47,45.97,22.7,60.0
SC-109,2026-07-16 11:00:00,65.68,50.63,22.92,60.0
SC-109,2026-07-16 11:30:00,77.12,54.72,29.05,60.0
SC-109,2026-07-16 12:00:00,73.16,54.59,25.38,60.0
SC-109,2026-07-16 12:30:00,68.95,47.0,31.83,60.0
SC-109,2026-07-16 13:00:00,60.16,45.34,24.64,60.0
SC-109,2026-07-16 13:30:00,51.48,39.16,23.95,60.0
SC-109,2026-07-16 14:00:00,68.14,44.34,34.92,60.0
SC-109,2026-07-16 14:30:00,49.25,35.32,28.28,60.0
SC-109,2026-07-16 15:00:00,43.07,31.16,27.65,60.0
SC-109,2026-07-16 15:30:00,39.66,28.54,28.03,60.0
SC-109,2026-07-16 16:00:00,42.41,32.81,22.63,60.0
SC-109,2026-07-16 16:30:00,38.68,27.56,28.75,60.0
SC-109,2026-07-16 17:00:00,29.23,21.44,26.65,60.0
SC-109,2026-07-16 17:30:00,30.52,21.65,29.05,60.0
SC-109,2026-07-16 18:00:00,23.54,17.2,26.93,60.0
SC-109,2026-07-16 18:30:00,18.55,14.03,24.36,60.0
SC-109,2026-07-16 19:00:00,16.49,11.63,29.51,60.0
SC-109,2026-07-16 19:30:00,11.85,8.37,29.4,60.0
SC-109,2026-07-16 20:00:00,8.77,6.46,26.38,60.0
SC-109,2026-07-16 20:30:00,6.59,4.98,24.37,60.0
SC-109,2026-07-16 21:00:00,4.39,3.4,22.66,60.0
SC-109,2026-07-16 21:30:00,3.65,2.48,32.01,60.0
SC-109,2026-07-16 22:00:00,3.03,2.14,29.56,60.0
SC-109,2026-07-16 22:30:00,2.89,2.02,30.16,60.0
SC-109,2026-07-16 23:00:00,2.61,1.89,27.63,60.0
SC-109,2026-07-16 23:30:00,2.8,2.04,27.32,60.0
SC-109,2026-07-17 08:00:00,12.93,9.23,28.59,60.0
SC-109,2026-07-17 08:30:00,23.96,16.55,30.91,60.0
SC-109,2026-07-17 09:00:00,23.48,16.77,28.59,60.0
SC-109,2026-07-17 09:30:00,29.42,21.16,28.06,60.0
SC-109,2026-07-17 10:00:00,36.45,24.54,32.68,60.0
SC-109,2026-07-17 10:30:00,37.49,26.39,29.62,60.0
SC-109,2026-07-17 11:00:00,32.11,23.57,26.62,60.0
SC-109,2026-07-17 11:30:00,37.97,26.54,30.1,60.0
SC-109,2026-07-17 12:00:00,34.93,24.08,31.05,60.0
SC-109,2026-07-17 12:30:00,30.01,22.03,26.58,60.0
SC-109,2026-07-17 13:00:00,28.1,22.06,21.49,60.0
SC-109,2026-07-17 13:30:00,27.73,20.08,27.59,60.0
SC-109,2026-07-17 14:00:00,26.86,19.18,28.6,60.0
SC-109,2026-07-17 14:30:00,28.46,18.44,35.19,60.0
SC-109,2026-07-17 15:00:00,22.4,17.21,23.17,60.0
SC-109,2026-07-17 15:30:00,23.58,15.04,36.2,60.0
SC-109,2026-07-17 16:00:00,20.38,14.88,26.97,60.0
SC-109,2026-07-17 16:30:00,17.3,12.23,29.29,60.0
SC-109,2026-07-17 17:00:00,18.37,13.02,29.12,60.0
SC-109,2026-07-17 17:30:00,11.55,8.98,22.28,60.0
SC-109,2026-07-17 18:00:00,11.19,8.35,25.38,60.0
SC-109,2026-07-17 18:30:00,9.96,7.45,25.17,60.0
SC-109,2026-07-17 19:00:00,7.71,5.88,23.76,60.0
SC-109,2026-07-17 19:30:00,6.31,4.35,31.06,60.0
SC-109,2026-07-17 20:00:00,4.96,3.5,29.4,60.0
SC-109,2026-07-17 20:30:00,4.36,2.82,35.4,60.0
SC-109,2026-07-17 21:00:00,2.89,2.12,26.58,60.0
SC-109,2026-07-17 21:30:00,2.85,2.04,28.51,60.0
SC-109,2026-07-17 22:00:00,2.7,1.88,30.52,60.0
SC-109,2026-07-17 22:30:00,2.85,2.03,28.68,60.0
SC-109,2026-07-17 23:00:00,2.59,1.99,23.19,60.0
SC-109,2026-07-17 23:30:00,2.78,2.02,27.55,60.0
SC-109,2026-07-18 08:00:00,8.86,6.47,27.06,60.0
SC-109,2026-07-18 08:30:00,13.58,9.59,29.38,60.0
SC-109,2026-07-18 09:00:00,17.82,13.94,21.78,60.0
SC-109,2026-07-18 09:30:00,19.64,13.42,31.69,60.0
SC-109,2026-07-18 10:00:00,23.27,16.24,30.22,60.0
SC-109,2026-07-18 10:30:00,25.42,19.05,25.03,60.0
SC-109,2026-07-18 11:00:00,27.03,18.84,30.3,60.0
SC-109,2026-07-18 11:30:00,29.27,20.6,29.61,60.0
SC-109,2026-07-18 12:00:00,22.4,17.05,23.9,60.0
SC-109,2026-07-18 12:30:00,20.64,15.76,23.64,60.0
SC-109,2026-07-18 13:00:00,20.36,14.62,28.19,60.0
SC-109,2026-07-18 13:30:00,19.71,14.09,28.55,60.0
SC-109,2026-07-18 14:00:00,20.56,16.34,20.51,60.0
SC-109,2026-07-18 14:30:00,18.58,13.73,26.13,60.0
SC-109,2026-07-18 15:00:00,17.91,13.67,23.68,60.0
SC-109,2026-07-18 15:30:00,14.49,11.55,20.28,60.0
SC-109,2026-07-18 16:00:00,13.6,9.79,27.99,60.0
SC-109,2026-07-18 16:30:00,13.03,9.25,29.03,60.0
SC-109,2026-07-18 17:00:00,13.36,9.5,28.83,60.0
SC-109,2026-07-18 17:30:00,9.81,7.27,25.91,60.0
SC-109,2026-07-18 18:00:00,8.91,6.36,28.65,60.0
SC-109,2026-07-18 18:30:00,8.64,6.39,26.03,60.0
SC-109,2026-07-18 19:00:00,6.09,4.09,32.85,60.0
SC-109,2026-07-18 19:30:00,4.67,3.3,29.31,60.0
SC-109,2026-07-18 20:00:00,3.46,2.41,30.27,60.0
SC-109,2026-07-18 20:30:00,2.93,1.99,32.01,60.0
SC-109,2026-07-18 21:00:00,3.08,2.03,33.94,60.0
SC-109,2026-07-18 21:30:00,2.68,2.0,25.49,60.0
SC-109,2026-07-18 22:00:00,2.75,1.92,30.2,60.0
SC-109,2026-07-18 22:30:00,2.62,1.92,26.75,60.0
SC-109,2026-07-18 23:00:00,2.86,2.05,28.3,60.0
SC-109,2026-07-18 23:30:00,2.79,1.94,30.5,60.0
SC-109,2026-07-19 08:00:00,29.77,21.28,28.52,60.0
SC-109,2026-07-19 08:30:00,41.85,33.79,19.27,60.0
SC-109,2026-07-19 09:00:00,72.9,50.73,30.41,60.0
SC-109,2026-07-19 09:30:00,67.88,50.87,25.07,60.0
SC-109,2026-07-19 10:00:00,89.95,62.58,30.43,60.0
SC-109,2026-07-19 10:30:00,85.57,61.75,27.84,60.0
SC-109,2026-07-19 11:00:00,76.58,58.16,24.06,60.0
SC-109,2026-07-19 11:30:00,81.95,62.36,23.9,60.0
SC-109,2026-07-19 12:00:00,73.7,55.72,24.4,60.0
SC-109,2026-07-19 12:30:00,90.57,65.98,27.15,60.0
SC-109,2026-07-19 13:00:00,73.12,52.11,28.74,60.0
SC-109,2026-07-19 13:30:00,66.88,45.99,31.24,60.0
SC-109,2026-07-19 14:00:00,54.23,38.32,29.33,60.0
SC-109,2026-07-19 14:30:00,56.22,41.82,25.61,60.0
SC-109,2026-07-19 15:00:00,57.1,42.95,24.78,60.0
SC-109,2026-07-19 15:30:00,58.79,40.92,30.4,60.0
SC-109,2026-07-19 16:00:00,42.25,32.02,24.22,60.0
SC-109,2026-07-19 16:30:00,43.46,32.17,25.98,60.0
SC-109,2026-07-19 17:00:00,37.68,26.71,29.12,60.0
SC-109,2026-07-19 17:30:00,28.46,22.82,19.84,60.0
SC-109,2026-07-19 18:00:00,28.22,19.46,31.06,60.0
SC-109,2026-07-19 18:30:00,21.67,17.17,20.8,60.0
SC-109,2026-07-19 19:00:00,16.31,11.78,27.8,60.0
SC-109,2026-07-19 19:30:00,12.62,10.0,20.76,60.0
SC-109,2026-07-19 20:00:00,11.01,8.5,22.73,60.0
SC-109,2026-07-19 20:30:00,7.94,5.77,27.36,60.0
SC-109,2026-07-19 21:00:00,6.33,4.45,29.66,60.0
SC-109,2026-07-19 21:30:00,4.39,3.11,29.1,60.0
SC-109,2026-07-19 22:00:00,2.81,1.92,31.69,60.0
SC-109,2026-07-19 22:30:00,2.78,2.08,25.4,60.0
SC-109,2026-07-19 23:00:00,2.82,1.98,29.75,60.0
SC-109,2026-07-19 23:30:00,3.03,2.08,31.3,60.0
SC-109,2026-07-20 08:00:00,30.41,20.85,31.44,60.0
SC-109,2026-07-20 08:30:00,41.86,29.52,29.48,60.0
SC-109,2026-07-20 09:00:00,52.03,38.71,25.61,60.0
SC-109,2026-07-20 09:30:00,63.88,45.33,29.04,60.0
SC-109,2026-07-20 10:00:00,79.49,56.28,29.2,60.0
SC-109,2026-07-20 10:30:00,96.79,68.12,29.62,60.0
SC-109,2026-07-20 11:00:00,71.71,52.2,27.21,60.0
SC-109,2026-07-20 11:30:00,80.57,55.57,31.03,60.0
SC-109,2026-07-20 12:00:00,79.44,54.12,31.88,60.0
SC-109,2026-07-20 12:30:00,97.42,65.31,32.97,60.0
SC-109,2026-07-20 13:00:00,69.65,51.82,25.6,60.0
SC-109,2026-07-20 13:30:00,65.21,47.7,26.86,60.0
SC-109,2026-07-20 14:00:00,59.82,40.97,31.51,60.0
SC-109,2026-07-20 14:30:00,72.14,50.11,30.54,60.0
SC-109,2026-07-20 15:00:00,53.15,37.2,30.01,60.0
SC-109,2026-07-20 15:30:00,43.51,32.88,24.44,60.0
SC-109,2026-07-20 16:00:00,44.52,30.89,30.62,60.0
SC-109,2026-07-20 16:30:00,43.79,30.63,30.06,60.0
SC-109,2026-07-20 17:00:00,38.67,27.3,29.4,60.0
SC-109,2026-07-20 17:30:00,29.18,21.42,26.58,60.0
SC-109,2026-07-20 18:00:00,28.08,20.04,28.63,60.0
SC-109,2026-07-20 18:30:00,23.23,16.78,27.77,60.0
SC-109,2026-07-20 19:00:00,16.97,12.75,24.89,60.0
SC-109,2026-07-20 19:30:00,11.41,8.48,25.73,60.0
SC-109,2026-07-20 20:00:00,10.56,7.57,28.25,60.0
SC-109,2026-07-20 20:30:00,7.51,5.2,30.84,60.0
SC-109,2026-07-20 21:00:00,4.42,3.36,24.02,60.0
SC-109,2026-07-20 21:30:00,3.57,2.76,22.64,60.0
SC-109,2026-07-20 22:00:00,2.91,2.03,30.43,60.0
SC-109,2026-07-20 22:30:00,2.95,2.07,30.03,60.0
SC-109,2026-07-20 23:00:00,2.94,1.99,32.27,60.0
SC-109,2026-07-20 23:30:00,2.71,2.08,23.2,60.0
SC-109,2026-07-21 08:00:00,30.51,21.22,30.45,60.0
SC-109,2026-07-21 08:30:00,49.44,31.35,36.59,60.0
SC-109,2026-07-21 09:00:00,52.92,35.56,32.8,60.0
SC-109,2026-07-21 09:30:00,69.68,48.56,30.31,60.0
SC-109,2026-07-21 10:00:00,71.24,49.28,30.83,60.0
SC-109,2026-07-21 10:30:00,69.0,48.88,29.17,60.0
SC-109,2026-07-21 11:00:00,68.98,50.84,26.29,60.0
SC-109,2026-07-21 11:30:00,72.24,55.48,23.21,60.0
SC-109,2026-07-21 12:00:00,79.84,53.04,33.56,60.0
SC-109,2026-07-21 12:30:00,70.21,47.18,32.8,60.0
SC-109,2026-07-21 13:00:00,62.86,45.31,27.92,60.0
SC-109,2026-07-21 13:30:00,59.51,46.06,22.6,60.0
SC-109,2026-07-21 14:00:00,54.82,36.69,33.08,60.0
SC-109,2026-07-21 14:30:00,48.86,35.03,28.31,60.0
SC-109,2026-07-21 15:00:00,45.77,32.53,28.93,60.0
SC-109,2026-07-21 15:30:00,47.5,34.39,27.59,60.0
SC-109,2026-07-21 16:00:00,46.15,32.92,28.67,60.0
SC-109,2026-07-21 16:30:00,45.14,31.78,29.6,60.0
SC-109,2026-07-21 17:00:00,40.67,25.32,37.74,60.0
SC-109,2026-07-21 17:30:00,31.82,23.04,27.61,60.0
SC-109,2026-07-21 18:00:00,24.91,17.56,29.5,60.0
SC-109,2026-07-21 18:30:00,21.4,15.37,28.16,60.0
SC-109,2026-07-21 19:00:00,18.36,13.16,28.32,60.0
SC-109,2026-07-21 19:30:00,11.93,9.75,18.27,60.0
SC-109,2026-07-21 20:00:00,8.89,6.19,30.36,60.0
SC-109,2026-07-21 20:30:00,7.09,5.05,28.87,60.0
SC-109,2026-07-21 21:00:00,5.01,3.75,25.05,60.0
SC-109,2026-07-21 21:30:00,3.47,2.53,27.12,60.0
SC-109,2026-07-21 22:00:00,2.99,2.14,28.53,60.0
SC-109,2026-07-21 22:30:00,2.85,1.99,30.14,60.0
SC-109,2026-07-21 23:00:00,3.2,2.09,34.63,60.0
SC-109,2026-07-21 23:30:00,2.79,1.96,29.52,60.0
SC-109,2026-07-22 08:00:00,27.33,18.06,33.92,60.0
SC-109,2026-07-22 08:30:00,37.9,27.56,27.27,60.0
SC-109,2026-07-22 09:00:00,58.92,40.69,30.94,60.0
SC-109,2026-07-22 09:30:00,59.26,38.88,34.39,60.0
SC-109,2026-07-22 10:00:00,70.26,51.53,26.65,60.0
SC-109,2026-07-22 10:30:00,71.22,51.57,27.59,60.0
SC-109,2026-07-22 11:00:00,83.31,64.77,22.25,60.0
SC-109,2026-07-22 11:30:00,84.24,56.66,32.75,60.0
SC-109,2026-07-22 12:00:00,69.33,52.19,24.73,60.0
SC-109,2026-07-22 12:30:00,79.08,55.37,29.99,60.0
SC-109,2026-07-22 13:00:00,61.82,41.76,32.45,60.0
SC-109,2026-07-22 13:30:00,58.66,40.68,30.65,60.0
SC-109,2026-07-22 14:00:00,53.58,37.93,29.21,60.0
SC-109,2026-07-22 14:30:00,52.05,35.95,30.93,60.0
SC-109,2026-07-22 15:00:00,42.32,31.79,24.88,60.0
SC-109,2026-07-22 15:30:00,45.11,34.23,24.11,60.0
SC-109,2026-07-22 16:00:00,36.15,29.9,17.31,60.0
SC-109,2026-07-22 16:30:00,44.39,29.82,32.81,60.0
SC-109,2026-07-22 17:00:00,34.37,23.98,30.24,60.0
SC-109,2026-07-22 17:30:00,30.97,21.31,31.2,60.0
SC-109,2026-07-22 18:00:00,26.07,19.25,26.17,60.0
SC-109,2026-07-22 18:30:00,19.97,14.47,27.52,60.0
SC-109,2026-07-22 19:00:00,13.35,10.51,21.28,60.0
SC-109,2026-07-22 19:30:00,12.56,9.48,24.54,60.0
SC-109,2026-07-22 20:00:00,7.81,5.86,25.02,60.0
SC-109,2026-07-22 20:30:00,7.36,5.25,28.6,60.0
SC-109,2026-07-22 21:00:00,4.9,3.49,28.81,60.0
SC-109,2026-07-22 21:30:00,3.24,2.36,27.25,60.0
SC-109,2026-07-22 22:00:00,2.66,1.96,26.35,60.0
SC-109,2026-07-22 22:30:00,2.68,1.93,27.9,60.0
SC-109,2026-07-22 23:00:00,2.93,2.11,27.95,60.0
SC-109,2026-07-22 23:30:00,2.86,1.96,31.46,60.0
SC-109,2026-07-23 08:00:00,26.08,19.22,26.31,60.0
SC-109,2026-07-23 08:30:00,44.56,30.83,30.81,60.0
SC-109,2026-07-23 09:00:00,49.68,36.95,25.62,60.0
SC-109,2026-07-23 09:30:00,58.26,41.91,28.06,60.0
SC-109,2026-07-23 10:00:00,55.04,40.79,25.9,60.0
SC-109,2026-07-23 10:30:00,81.26,59.26,27.07,60.0
SC-109,2026-07-23 11:00:00,78.26,56.31,28.05,60.0
SC-109,2026-07-23 11:30:00,73.08,51.73,29.22,60.0
SC-109,2026-07-23 12:00:00,73.4,52.26,28.8,60.0
SC-109,2026-07-23 12:30:00,74.07,49.97,32.54,60.0
SC-109,2026-07-23 13:00:00,68.78,51.67,24.88,60.0
SC-109,2026-07-23 13:30:00,53.89,40.39,25.05,60.0
SC-109,2026-07-23 14:00:00,54.88,39.35,28.3,60.0
SC-109,2026-07-23 14:30:00,50.96,37.99,25.45,60.0
SC-109,2026-07-23 15:00:00,55.61,39.92,28.21,60.0
SC-109,2026-07-23 15:30:00,37.19,30.75,17.32,60.0
SC-109,2026-07-23 16:00:00,42.08,30.3,27.98,60.0
SC-109,2026-07-23 16:30:00,42.86,29.04,32.26,60.0
SC-109,2026-07-23 17:00:00,34.88,24.47,29.84,60.0
SC-109,2026-07-23 17:30:00,35.81,22.25,37.86,60.0
SC-109,2026-07-23 18:00:00,20.77,15.9,23.45,60.0
SC-109,2026-07-23 18:30:00,18.61,13.6,26.94,60.0
SC-109,2026-07-23 19:00:00,13.6,9.87,27.39,60.0
SC-109,2026-07-23 19:30:00,13.27,9.61,27.61,60.0
SC-109,2026-07-23 20:00:00,9.42,6.37,32.37,60.0
SC-109,2026-07-23 20:30:00,6.48,4.98,23.07,60.0
SC-109,2026-07-23 21:00:00,4.65,3.46,25.72,60.0
SC-109,2026-07-23 21:30:00,3.7,2.4,35.06,60.0
SC-109,2026-07-23 22:00:00,2.74,1.92,29.78,60.0
SC-109,2026-07-23 22:30:00,2.88,2.09,27.52,60.0
SC-109,2026-07-23 23:00:00,2.95,2.15,27.29,60.0
SC-109,2026-07-23 23:30:00,2.76,1.88,31.76,60.0
SC-109,2026-07-24 08:00:00,10.31,8.06,21.81,60.0
SC-109,2026-07-24 08:30:00,19.21,13.96,27.32,60.0
SC-109,2026-07-24 09:00:00,25.51,19.08,25.22,60.0
SC-109,2026-07-24 09:30:00,29.67,21.14,28.72,60.0
SC-109,2026-07-24 10:00:00,30.07,21.7,27.83,60.0
SC-109,2026-07-24 10:30:00,39.57,29.85,24.58,60.0
SC-109,2026-07-24 11:00:00,32.01,25.47,20.43,60.0
SC-109,2026-07-24 11:30:00,35.15,24.11,31.42,60.0
SC-109,2026-07-24 12:00:00,33.78,23.43,30.62,60.0
SC-109,2026-07-24 12:30:00,35.45,24.85,29.88,60.0
SC-109,2026-07-24 13:00:00,32.71,23.95,26.79,60.0
SC-109,2026-07-24 13:30:00,28.66,20.82,27.38,60.0
SC-109,2026-07-24 14:00:00,25.23,18.7,25.87,60.0
SC-109,2026-07-24 14:30:00,26.81,19.11,28.71,60.0
SC-109,2026-07-24 15:00:00,22.79,17.15,24.76,60.0
SC-109,2026-07-24 15:30:00,26.21,19.16,26.89,60.0
SC-109,2026-07-24 16:00:00,19.98,14.02,29.8,60.0
SC-109,2026-07-24 16:30:00,20.39,14.21,30.32,60.0
SC-109,2026-07-24 17:00:00,16.01,12.24,23.56,60.0
SC-109,2026-07-24 17:30:00,14.6,10.54,27.8,60.0
SC-109,2026-07-24 18:00:00,12.92,8.73,32.44,60.0
SC-109,2026-07-24 18:30:00,10.57,7.73,26.84,60.0
SC-109,2026-07-24 19:00:00,8.13,5.91,27.27,60.0
SC-109,2026-07-24 19:30:00,6.9,5.02,27.31,60.0
SC-109,2026-07-24 20:00:00,5.81,3.82,34.22,60.0
SC-109,2026-07-24 20:30:00,4.16,2.7,35.18,60.0
SC-109,2026-07-24 21:00:00,2.91,2.02,30.56,60.0
SC-109,2026-07-24 21:30:00,2.74,2.02,26.28,60.0
SC-109,2026-07-24 22:00:00,2.85,2.01,29.5,60.0
SC-109,2026-07-24 22:30:00,2.94,2.01,31.37,60.0
SC-109,2026-07-24 23:00:00,2.92,2.18,25.13,60.0
SC-109,2026-07-24 23:30:00,2.86,2.1,26.57,60.0
SC-109,2026-07-25 08:00:00,9.7,6.82,29.65,60.0
SC-109,2026-07-25 08:30:00,14.11,9.89,29.86,60.0
SC-109,2026-07-25 09:00:00,20.0,14.4,27.99,60.0
SC-109,2026-07-25 09:30:00,22.11,15.89,28.13,60.0
SC-109,2026-07-25 10:00:00,23.1,16.74,27.56,60.0
SC-109,2026-07-25 10:30:00,23.98,17.39,27.45,60.0
SC-109,2026-07-25 11:00:00,26.12,18.66,28.55,60.0
SC-109,2026-07-25 11:30:00,25.35,18.46,27.19,60.0
SC-109,2026-07-25 12:00:00,25.74,17.6,31.62,60.0
SC-109,2026-07-25 12:30:00,26.68,19.12,28.32,60.0
SC-109,2026-07-25 13:00:00,22.5,16.25,27.79,60.0
SC-109,2026-07-25 13:30:00,22.15,15.46,30.17,60.0
SC-109,2026-07-25 14:00:00,19.84,13.93,29.79,60.0
SC-109,2026-07-25 14:30:00,20.96,15.81,24.57,60.0
SC-109,2026-07-25 15:00:00,17.85,12.7,28.83,60.0
SC-109,2026-07-25 15:30:00,15.11,10.57,30.04,60.0
SC-109,2026-07-25 16:00:00,12.67,9.51,24.96,60.0
SC-109,2026-07-25 16:30:00,11.67,8.36,28.33,60.0
SC-109,2026-07-25 17:00:00,10.97,8.05,26.57,60.0
SC-109,2026-07-25 17:30:00,9.79,6.9,29.54,60.0
SC-109,2026-07-25 18:00:00,8.49,5.88,30.66,60.0
SC-109,2026-07-25 18:30:00,7.18,5.36,25.38,60.0
SC-109,2026-07-25 19:00:00,6.57,4.67,28.9,60.0
SC-109,2026-07-25 19:30:00,4.86,3.48,28.45,60.0
SC-109,2026-07-25 20:00:00,4.12,2.79,32.24,60.0
SC-109,2026-07-25 20:30:00,2.78,2.04,26.83,60.0
SC-109,2026-07-25 21:00:00,2.67,2.05,23.28,60.0
SC-109,2026-07-25 21:30:00,3.1,2.05,34.02,60.0
SC-109,2026-07-25 22:00:00,2.78,2.1,24.45,60.0
SC-109,2026-07-25 22:30:00,2.47,1.86,24.91,60.0
SC-109,2026-07-25 23:00:00,3.21,2.11,34.19,60.0
SC-109,2026-07-25 23:30:00,2.85,2.07,27.38,60.0
SC-109,2026-07-26 08:00:00,30.64,21.12,31.07,60.0
SC-109,2026-07-26 08:30:00,55.47,40.18,27.57,60.0
SC-109,2026-07-26 09:00:00,66.22,48.26,27.13,60.0
SC-109,2026-07-26 09:30:00,67.19,51.02,24.06,60.0
SC-109,2026-07-26 10:00:00,84.59,63.34,25.12,60.0
SC-109,2026-07-26 10:30:00,92.42,66.28,28.28,60.0
SC-109,2026-07-26 11:00:00,88.18,60.53,31.36,60.0
SC-109,2026-07-26 11:30:00,90.97,66.52,26.88,60.0
SC-109,2026-07-26 12:00:00,98.4,74.27,24.52,60.0
SC-109,2026-07-26 12:30:00,96.94,70.22,27.56,60.0
SC-109,2026-07-26 13:00:00,74.99,55.25,26.32,60.0
SC-109,2026-07-26 13:30:00,51.07,38.66,24.3,60.0
SC-109,2026-07-26 14:00:00,71.88,50.56,29.67,60.0
SC-109,2026-07-26 14:30:00,67.62,47.9,29.17,60.0
SC-109,2026-07-26 15:00:00,64.54,46.59,27.82,60.0
SC-109,2026-07-26 15:30:00,51.51,38.08,26.07,60.0
SC-109,2026-07-26 16:00:00,55.89,40.32,27.86,60.0
SC-109,2026-07-26 16:30:00,52.29,37.02,29.21,60.0
SC-109,2026-07-26 17:00:00,43.13,31.3,27.42,60.0
