center_id,ts_bucket,channel,offered,handled,abandoned,aht_sec,wait_sec,resolved_first_contact
SC-111,2026-07-01 20:30:00,web,2.8,2.6,0.19,210.2,25.3,1.78
SC-111,2026-07-01 20:30:00,whatsapp,2.38,2.29,0.09,229.1,50.1,1.63
SC-111,2026-07-01 20:30:00,email,1.68,1.67,0.01,249.8,45.9,1.19
SC-111,2026-07-01 20:30:00,forms,1.12,1.11,0.01,239.4,73.1,0.8
SC-111,2026-07-01 21:00:00,phone,4.77,2.79,1.98,360.2,94.0,1.77
SC-111,2026-07-01 21:00:00,web,1.37,1.34,0.03,207.0,26.8,0.94
SC-111,2026-07-01 21:00:00,whatsapp,1.16,1.15,0.01,217.9,51.5,0.79
SC-111,2026-07-01 21:00:00,email,0.82,0.79,0.03,221.5,64.9,0.53
SC-111,2026-07-01 21:00:00,forms,0.55,0.52,0.03,249.2,40.3,0.36
SC-111,2026-07-01 21:30:00,phone,3.57,0.61,2.95,458.0,393.5,0.4
SC-111,2026-07-01 21:30:00,web,1.02,0.99,0.04,209.4,39.7,0.75
SC-111,2026-07-01 21:30:00,whatsapp,0.87,0.84,0.03,248.3,48.0,0.6
SC-111,2026-07-01 21:30:00,email,0.61,0.61,0.01,223.3,42.7,0.44
SC-111,2026-07-01 21:30:00,forms,0.41,0.4,0.01,248.8,15.3,0.29
SC-111,2026-07-01 22:00:00,phone,2.18,0.75,1.43,448.1,231.3,0.51
SC-111,2026-07-01 22:00:00,web,0.62,0.6,0.03,264.3,69.9,0.44
SC-111,2026-07-01 22:00:00,whatsapp,0.53,0.51,0.02,278.0,56.3,0.34
SC-111,2026-07-01 22:00:00,email,0.37,0.35,0.02,207.9,26.1,0.26
SC-111,2026-07-01 22:00:00,forms,0.25,0.23,0.02,232.6,61.5,0.17
SC-111,2026-07-01 22:30:00,phone,1.06,0.61,0.46,420.0,86.8,0.4
SC-111,2026-07-01 22:30:00,web,0.31,0.3,0.0,197.0,64.3,0.22
SC-111,2026-07-01 22:30:00,whatsapp,0.26,0.26,0.0,236.7,35.8,0.18
SC-111,2026-07-01 22:30:00,email,0.18,0.18,0.01,197.9,13.3,0.13
SC-111,2026-07-01 22:30:00,forms,0.12,0.12,0.0,214.4,33.0,0.09
SC-111,2026-07-01 23:00:00,phone,0.63,0.52,0.11,394.4,40.6,0.34
SC-111,2026-07-01 23:00:00,web,0.18,0.18,0.0,231.1,82.5,0.13
SC-111,2026-07-01 23:00:00,whatsapp,0.15,0.15,0.01,223.8,69.3,0.1
SC-111,2026-07-01 23:00:00,email,0.11,0.1,0.0,212.5,35.0,0.07
SC-111,2026-07-01 23:00:00,forms,0.07,0.07,0.0,197.2,85.9,0.05
SC-111,2026-07-01 23:30:00,phone,0.38,0.34,0.04,403.8,25.1,0.21
SC-111,2026-07-01 23:30:00,web,0.11,0.11,0.0,210.6,71.9,0.08
SC-111,2026-07-01 23:30:00,whatsapp,0.09,0.09,0.0,222.6,33.1,0.07
SC-111,2026-07-01 23:30:00,email,0.07,0.06,0.0,206.5,66.6,0.04
SC-111,2026-07-01 23:30:00,forms,0.04,0.04,0.0,201.4,80.6,0.03
SC-111,2026-07-02 08:00:00,phone,60.54,0.24,60.3,359.3,900.0,0.13
SC-111,2026-07-02 08:00:00,web,17.38,16.93,0.45,255.8,40.8,12.15
SC-111,2026-07-02 08:00:00,whatsapp,14.77,14.03,0.74,231.5,29.6,9.6
SC-111,2026-07-02 08:00:00,email,10.43,9.89,0.54,202.2,49.7,7.55
SC-111,2026-07-02 08:00:00,forms,6.95,6.61,0.35,238.9,66.9,4.73
SC-111,2026-07-02 08:30:00,phone,77.06,53.4,23.66,474.2,66.6,33.47
SC-111,2026-07-02 08:30:00,web,22.12,21.16,0.97,248.6,36.9,14.82
SC-111,2026-07-02 08:30:00,whatsapp,18.8,18.25,0.56,217.7,45.3,12.53
SC-111,2026-07-02 08:30:00,email,13.27,12.82,0.46,224.7,53.7,9.14
SC-111,2026-07-02 08:30:00,forms,8.85,8.37,0.48,249.0,19.7,6.36
SC-111,2026-07-02 09:00:00,phone,109.73,55.26,54.46,446.8,142.2,29.76
SC-111,2026-07-02 09:00:00,web,31.5,30.47,1.03,241.6,39.3,21.29
SC-111,2026-07-02 09:00:00,whatsapp,26.78,25.19,1.58,191.0,46.9,18.73
SC-111,2026-07-02 09:00:00,email,18.9,18.12,0.78,214.0,45.5,12.91
SC-111,2026-07-02 09:00:00,forms,12.6,12.19,0.41,234.0,84.3,9.54
SC-111,2026-07-02 09:30:00,phone,127.03,90.05,36.97,430.6,70.9,51.44
SC-111,2026-07-02 09:30:00,web,36.47,35.06,1.41,230.5,51.2,25.04
SC-111,2026-07-02 09:30:00,whatsapp,31.0,29.76,1.23,224.7,71.1,20.44
SC-111,2026-07-02 09:30:00,email,21.88,21.44,0.44,238.5,73.4,14.55
SC-111,2026-07-02 09:30:00,forms,14.59,14.05,0.54,225.9,12.1,10.71
SC-111,2026-07-02 10:00:00,phone,171.31,1.73,169.57,355.0,900.0,0.9
SC-111,2026-07-02 10:00:00,web,49.18,47.54,1.64,210.7,52.0,36.66
SC-111,2026-07-02 10:00:00,whatsapp,41.8,39.47,2.33,193.8,45.8,29.32
SC-111,2026-07-02 10:00:00,email,29.51,28.87,0.64,243.5,2.0,20.25
SC-111,2026-07-02 10:00:00,forms,19.67,18.83,0.84,234.2,72.8,14.04
SC-111,2026-07-02 10:30:00,phone,152.96,133.65,19.31,415.4,24.0,78.6
SC-111,2026-07-02 10:30:00,web,43.91,42.68,1.24,239.6,47.5,30.92
SC-111,2026-07-02 10:30:00,whatsapp,37.32,35.51,1.81,254.9,25.3,25.76
SC-111,2026-07-02 10:30:00,email,26.35,24.74,1.61,236.5,18.6,18.41
SC-111,2026-07-02 10:30:00,forms,17.56,17.03,0.54,204.4,76.9,12.57
SC-111,2026-07-02 11:00:00,phone,198.98,4.31,194.67,410.1,900.0,2.61
SC-111,2026-07-02 11:00:00,web,57.12,55.46,1.67,212.8,53.1,42.69
SC-111,2026-07-02 11:00:00,whatsapp,48.56,46.45,2.1,184.8,27.7,34.12
SC-111,2026-07-02 11:00:00,email,34.27,33.6,0.68,212.2,55.5,24.27
SC-111,2026-07-02 11:00:00,forms,22.85,22.08,0.77,251.3,69.3,14.66
SC-111,2026-07-02 11:30:00,phone,174.74,1.84,172.9,420.0,900.0,1.0
SC-111,2026-07-02 11:30:00,web,50.17,49.44,0.72,186.8,46.9,34.2
SC-111,2026-07-02 11:30:00,whatsapp,42.64,41.46,1.18,252.5,7.0,30.47
SC-111,2026-07-02 11:30:00,email,30.1,29.5,0.6,246.8,36.7,21.99
SC-111,2026-07-02 11:30:00,forms,20.07,19.51,0.56,252.2,56.7,15.03
SC-111,2026-07-02 12:00:00,phone,146.01,141.87,4.14,408.6,5.7,83.72
SC-111,2026-07-02 12:00:00,web,41.92,40.82,1.09,206.1,60.2,29.75
SC-111,2026-07-02 12:00:00,whatsapp,35.63,34.91,0.71,211.8,48.5,23.78
SC-111,2026-07-02 12:00:00,email,25.15,24.18,0.97,245.5,33.1,17.14
SC-111,2026-07-02 12:00:00,forms,16.77,16.08,0.68,232.5,57.9,11.27
SC-111,2026-07-02 12:30:00,phone,124.46,121.53,2.93,419.5,5.2,73.41
SC-111,2026-07-02 12:30:00,web,35.73,34.67,1.06,231.2,62.3,25.45
SC-111,2026-07-02 12:30:00,whatsapp,30.37,29.89,0.48,207.9,34.3,20.59
SC-111,2026-07-02 12:30:00,email,21.44,20.28,1.15,196.3,20.7,14.73
SC-111,2026-07-02 12:30:00,forms,14.29,14.04,0.25,188.7,60.6,10.39
SC-111,2026-07-02 13:00:00,phone,133.21,50.26,82.95,439.2,162.8,30.77
SC-111,2026-07-02 13:00:00,web,38.24,37.13,1.12,233.2,72.4,26.81
SC-111,2026-07-02 13:00:00,whatsapp,32.51,31.6,0.9,231.5,20.4,23.63
SC-111,2026-07-02 13:00:00,email,22.95,21.8,1.15,229.4,11.1,15.03
SC-111,2026-07-02 13:00:00,forms,15.3,14.57,0.73,231.2,41.3,10.67
SC-111,2026-07-02 13:30:00,phone,116.97,110.24,6.72,359.7,11.7,61.05
SC-111,2026-07-02 13:30:00,web,33.58,32.81,0.77,221.4,65.4,23.48
SC-111,2026-07-02 13:30:00,whatsapp,28.54,27.67,0.87,236.8,62.8,20.27
SC-111,2026-07-02 13:30:00,email,20.15,18.74,1.41,220.1,20.8,13.27
SC-111,2026-07-02 13:30:00,forms,13.43,13.03,0.4,216.6,60.0,9.44
SC-111,2026-07-02 14:00:00,phone,132.08,2.3,129.78,400.6,900.0,1.25
SC-111,2026-07-02 14:00:00,web,37.92,36.14,1.77,208.3,18.7,25.26
SC-111,2026-07-02 14:00:00,whatsapp,32.23,29.79,2.44,220.2,53.0,21.95
SC-111,2026-07-02 14:00:00,email,22.75,22.27,0.48,227.1,84.3,16.49
SC-111,2026-07-02 14:00:00,forms,15.17,14.97,0.19,202.4,22.2,10.78
SC-111,2026-07-02 14:30:00,phone,95.59,89.82,5.77,427.2,13.7,51.74
SC-111,2026-07-02 14:30:00,web,27.44,26.66,0.79,207.6,41.9,19.42
SC-111,2026-07-02 14:30:00,whatsapp,23.33,22.71,0.62,234.1,71.9,16.69
SC-111,2026-07-02 14:30:00,email,16.47,16.16,0.3,254.6,13.8,10.88
SC-111,2026-07-02 14:30:00,forms,10.98,10.65,0.32,167.0,47.8,7.45
SC-111,2026-07-02 15:00:00,phone,87.61,79.84,7.77,413.1,16.3,47.66
SC-111,2026-07-02 15:00:00,web,25.15,24.69,0.46,253.5,59.6,18.22
SC-111,2026-07-02 15:00:00,whatsapp,21.38,20.15,1.23,188.5,32.5,14.55
SC-111,2026-07-02 15:00:00,email,15.09,14.61,0.48,233.4,60.5,10.99
SC-111,2026-07-02 15:00:00,forms,10.06,9.78,0.28,241.2,45.1,6.9
SC-111,2026-07-02 15:30:00,phone,90.03,52.34,37.69,350.1,115.6,29.97
SC-111,2026-07-02 15:30:00,web,25.84,25.14,0.7,256.6,78.3,18.22
SC-111,2026-07-02 15:30:00,whatsapp,21.97,21.59,0.38,258.5,44.7,15.99
SC-111,2026-07-02 15:30:00,email,15.51,14.73,0.78,214.3,39.2,10.13
SC-111,2026-07-02 15:30:00,forms,10.34,9.98,0.36,235.0,69.6,6.86
SC-111,2026-07-02 16:00:00,phone,80.05,70.46,9.59,356.1,27.2,40.15
SC-111,2026-07-02 16:00:00,web,22.98,22.45,0.53,250.9,17.1,16.69
SC-111,2026-07-02 16:00:00,whatsapp,19.53,19.07,0.46,214.8,60.5,13.1
SC-111,2026-07-02 16:00:00,email,13.79,13.37,0.41,241.6,27.9,9.67
SC-111,2026-07-02 16:00:00,forms,9.19,8.75,0.44,242.1,61.3,6.3
SC-111,2026-07-02 16:30:00,phone,74.77,60.51,14.26,447.0,42.8,35.5
SC-111,2026-07-02 16:30:00,web,21.47,20.86,0.6,224.4,23.8,13.54
SC-111,2026-07-02 16:30:00,whatsapp,18.25,17.59,0.65,226.4,56.2,12.0
SC-111,2026-07-02 16:30:00,email,12.88,12.16,0.72,191.1,11.6,9.35
SC-111,2026-07-02 16:30:00,forms,8.59,8.45,0.13,232.3,26.5,5.91
SC-111,2026-07-02 17:00:00,phone,62.15,47.45,14.7,468.0,48.9,30.39
SC-111,2026-07-02 17:00:00,web,17.84,17.31,0.53,203.8,48.5,12.81
SC-111,2026-07-02 17:00:00,whatsapp,15.17,14.68,0.49,215.2,6.1,10.22
SC-111,2026-07-02 17:00:00,email,10.7,10.3,0.4,247.4,10.4,7.61
SC-111,2026-07-02 17:00:00,forms,7.14,6.89,0.24,223.3,53.7,4.57
SC-111,2026-07-02 17:30:00,phone,48.5,44.58,3.92,391.5,19.6,27.18
SC-111,2026-07-02 17:30:00,web,13.92,13.44,0.48,219.1,30.2,9.42
SC-111,2026-07-02 17:30:00,whatsapp,11.83,11.27,0.57,210.6,26.7,7.79
SC-111,2026-07-02 17:30:00,email,8.35,8.03,0.32,215.4,18.3,5.95
SC-111,2026-07-02 17:30:00,forms,5.57,5.38,0.18,245.4,49.8,3.8
SC-111,2026-07-02 18:00:00,phone,56.74,1.54,55.2,389.2,900.0,0.93
SC-111,2026-07-02 18:00:00,web,16.29,15.28,1.01,211.3,42.4,11.56
SC-111,2026-07-02 18:00:00,whatsapp,13.85,13.39,0.46,269.2,62.9,9.65
SC-111,2026-07-02 18:00:00,email,9.77,9.4,0.38,239.7,26.4,6.02
SC-111,2026-07-02 18:00:00,forms,6.52,6.37,0.14,203.2,35.1,4.5
SC-111,2026-07-02 18:30:00,phone,31.19,26.85,4.34,409.5,28.4,16.52
SC-111,2026-07-02 18:30:00,web,8.95,8.66,0.29,244.6,53.7,6.24
SC-111,2026-07-02 18:30:00,whatsapp,7.61,7.5,0.11,180.4,13.4,5.06
SC-111,2026-07-02 18:30:00,email,5.37,5.27,0.1,203.3,61.2,3.71
SC-111,2026-07-02 18:30:00,forms,3.58,3.52,0.06,226.8,44.5,2.6
SC-111,2026-07-02 19:00:00,phone,24.65,14.23,10.42,418.3,107.5,8.73
SC-111,2026-07-02 19:00:00,web,7.08,6.65,0.42,200.7,62.5,4.8
SC-111,2026-07-02 19:00:00,whatsapp,6.02,5.74,0.28,158.9,62.4,4.17
SC-111,2026-07-02 19:00:00,email,4.25,4.12,0.13,246.6,23.2,3.07
SC-111,2026-07-02 19:00:00,forms,2.83,2.67,0.16,226.5,60.0,1.84
SC-111,2026-07-02 19:30:00,phone,21.34,8.11,13.23,373.5,185.5,4.95
SC-111,2026-07-02 19:30:00,web,6.13,5.9,0.23,188.1,17.2,3.95
SC-111,2026-07-02 19:30:00,whatsapp,5.21,4.9,0.3,204.1,38.7,3.56
SC-111,2026-07-02 19:30:00,email,3.68,3.55,0.13,225.6,12.7,2.51
SC-111,2026-07-02 19:30:00,forms,2.45,2.41,0.04,257.5,52.2,1.66
SC-111,2026-07-02 20:00:00,phone,12.27,6.85,5.42,328.7,86.4,4.18
SC-111,2026-07-02 20:00:00,web,3.52,3.52,0.0,233.7,56.2,2.65
SC-111,2026-07-02 20:00:00,whatsapp,2.99,2.87,0.12,209.9,65.1,2.11
SC-111,2026-07-02 20:00:00,email,2.11,2.06,0.05,202.2,33.7,1.52
SC-111,2026-07-02 20:00:00,forms,1.41,1.37,0.04,224.4,40.3,0.98
SC-111,2026-07-02 20:30:00,phone,9.08,4.03,5.05,400.2,182.5,2.64
SC-111,2026-07-02 20:30:00,web,2.61,2.54,0.07,225.2,65.9,1.76
SC-111,2026-07-02 20:30:00,whatsapp,2.22,2.13,0.09,225.2,50.4,1.45
SC-111,2026-07-02 20:30:00,email,1.56,1.5,0.06,217.4,24.3,1.07
SC-111,2026-07-02 20:30:00,forms,1.04,1.02,0.02,261.6,25.0,0.72
SC-111,2026-07-02 21:00:00,phone,6.04,2.11,3.94,407.4,238.0,1.35
SC-111,2026-07-02 21:00:00,web,1.73,1.69,0.04,223.4,18.8,1.28
SC-111,2026-07-02 21:00:00,whatsapp,1.47,1.38,0.1,232.5,58.3,0.94
SC-111,2026-07-02 21:00:00,email,1.04,1.0,0.04,197.5,57.9,0.71
SC-111,2026-07-02 21:00:00,forms,0.69,0.68,0.01,200.4,61.7,0.48
SC-111,2026-07-02 21:30:00,phone,3.54,0.55,2.99,437.0,334.4,0.35
SC-111,2026-07-02 21:30:00,web,1.02,0.99,0.03,192.4,62.2,0.71
SC-111,2026-07-02 21:30:00,whatsapp,0.86,0.81,0.05,191.1,49.6,0.57
SC-111,2026-07-02 21:30:00,email,0.61,0.6,0.01,302.7,48.3,0.4
SC-111,2026-07-02 21:30:00,forms,0.41,0.39,0.01,227.4,52.7,0.28
SC-111,2026-07-02 22:00:00,phone,2.6,0.72,1.89,385.4,247.0,0.47
SC-111,2026-07-02 22:00:00,web,0.75,0.73,0.02,221.9,65.9,0.51
SC-111,2026-07-02 22:00:00,whatsapp,0.63,0.61,0.02,219.4,33.0,0.43
SC-111,2026-07-02 22:00:00,email,0.45,0.43,0.02,235.2,46.9,0.31
SC-111,2026-07-02 22:00:00,forms,0.3,0.28,0.01,196.3,57.9,0.21
SC-111,2026-07-02 22:30:00,phone,1.27,0.86,0.41,363.5,91.6,0.6
SC-111,2026-07-02 22:30:00,web,0.36,0.35,0.01,245.0,72.0,0.25
SC-111,2026-07-02 22:30:00,whatsapp,0.31,0.3,0.01,251.3,68.5,0.21
SC-111,2026-07-02 22:30:00,email,0.22,0.22,0.0,232.1,19.4,0.16
SC-111,2026-07-02 22:30:00,forms,0.15,0.14,0.01,199.3,15.9,0.1
SC-111,2026-07-02 23:00:00,phone,0.72,0.57,0.15,421.1,58.0,0.34
SC-111,2026-07-02 23:00:00,web,0.21,0.2,0.0,219.9,24.9,0.14
SC-111,2026-07-02 23:00:00,whatsapp,0.18,0.17,0.01,228.9,43.9,0.13
SC-111,2026-07-02 23:00:00,email,0.12,0.12,0.0,293.8,2.0,0.09
SC-111,2026-07-02 23:00:00,forms,0.08,0.08,0.0,200.8,36.0,0.06
SC-111,2026-07-02 23:30:00,phone,0.4,0.34,0.06,426.4,30.8,0.23
SC-111,2026-07-02 23:30:00,web,0.12,0.11,0.0,218.7,69.3,0.08
SC-111,2026-07-02 23:30:00,whatsapp,0.1,0.09,0.0,245.7,40.8,0.07
SC-111,2026-07-02 23:30:00,email,0.07,0.07,0.0,252.1,2.0,0.05
SC-111,2026-07-02 23:30:00,forms,0.05,0.05,0.0,209.2,46.6,0.03
SC-111,2026-07-03 08:00:00,phone,27.77,0.16,27.61,454.8,900.0,0.1
SC-111,2026-07-03 08:00:00,web,7.97,7.69,0.28,236.1,53.2,5.89
SC-111,2026-07-03 08:00:00,whatsapp,6.78,6.74,0.04,253.7,35.6,4.7
SC-111,2026-07-03 08:00:00,email,4.78,4.49,0.29,257.1,31.9,3.3
SC-111,2026-07-03 08:00:00,forms,3.19,3.12,0.07,242.4,45.2,2.07
SC-111,2026-07-03 08:30:00,phone,50.32,0.15,50.17,416.9,900.0,0.09
SC-111,2026-07-03 08:30:00,web,14.45,14.25,0.19,205.6,60.5,10.76
SC-111,2026-07-03 08:30:00,whatsapp,12.28,12.0,0.28,207.9,70.4,8.42
SC-111,2026-07-03 08:30:00,email,8.67,8.15,0.52,233.4,61.7,5.95
SC-111,2026-07-03 08:30:00,forms,5.78,5.63,0.15,262.1,13.4,3.86
SC-111,2026-07-03 09:00:00,phone,46.7,40.88,5.82,388.9,30.7,26.43
SC-111,2026-07-03 09:00:00,web,13.41,12.64,0.77,279.0,30.3,9.49
SC-111,2026-07-03 09:00:00,whatsapp,11.4,11.04,0.36,245.7,64.6,8.26
SC-111,2026-07-03 09:00:00,email,8.04,7.94,0.1,169.8,58.5,5.68
SC-111,2026-07-03 09:00:00,forms,5.36,4.98,0.38,232.3,33.1,3.44
SC-111,2026-07-03 09:30:00,phone,51.65,43.66,7.99,417.8,28.3,26.83
SC-111,2026-07-03 09:30:00,web,14.83,14.19,0.64,260.6,26.8,9.93
SC-111,2026-07-03 09:30:00,whatsapp,12.6,12.04,0.56,247.5,21.1,7.97
SC-111,2026-07-03 09:30:00,email,8.9,8.47,0.43,231.6,60.2,5.91
SC-111,2026-07-03 09:30:00,forms,5.93,5.66,0.27,247.6,64.1,3.92
SC-111,2026-07-03 10:00:00,phone,61.79,53.95,7.84,436.7,26.1,33.75
SC-111,2026-07-03 10:00:00,web,17.74,17.26,0.48,183.9,56.4,12.67
SC-111,2026-07-03 10:00:00,whatsapp,15.08,14.52,0.55,216.5,50.7,9.89
SC-111,2026-07-03 10:00:00,email,10.64,10.61,0.03,237.9,69.1,7.93
SC-111,2026-07-03 10:00:00,forms,7.1,6.71,0.38,242.8,19.5,4.66
SC-111,2026-07-03 10:30:00,phone,61.05,53.75,7.31,376.9,27.1,31.22
SC-111,2026-07-03 10:30:00,web,17.53,16.9,0.63,209.2,28.7,12.19
SC-111,2026-07-03 10:30:00,whatsapp,14.9,14.73,0.17,219.6,43.7,10.77
SC-111,2026-07-03 10:30:00,email,10.52,10.25,0.27,240.8,53.3,7.12
SC-111,2026-07-03 10:30:00,forms,7.01,6.67,0.34,229.8,25.6,4.85
SC-111,2026-07-03 11:00:00,phone,67.71,53.71,14.0,465.4,34.3,31.56
SC-111,2026-07-03 11:00:00,web,19.44,19.32,0.12,254.9,59.4,14.03
SC-111,2026-07-03 11:00:00,whatsapp,16.52,15.84,0.68,216.2,13.4,11.54
SC-111,2026-07-03 11:00:00,email,11.66,11.3,0.36,220.7,24.4,8.43
SC-111,2026-07-03 11:00:00,forms,7.78,7.48,0.29,236.8,19.6,5.21
SC-111,2026-07-03 11:30:00,phone,70.34,51.53,18.81,436.7,54.7,30.58
SC-111,2026-07-03 11:30:00,web,20.19,19.4,0.79,205.6,63.4,13.74
SC-111,2026-07-03 11:30:00,whatsapp,17.16,15.91,1.25,231.2,23.7,10.74
SC-111,2026-07-03 11:30:00,email,12.12,12.11,0.0,243.9,62.9,9.5
SC-111,2026-07-03 11:30:00,forms,8.08,7.79,0.28,217.9,32.1,5.65
SC-111,2026-07-03 12:00:00,phone,77.54,8.27,69.27,397.3,448.3,4.72
SC-111,2026-07-03 12:00:00,web,22.26,21.51,0.75,199.8,37.1,15.82
SC-111,2026-07-03 12:00:00,whatsapp,18.92,18.1,0.83,224.0,34.1,12.88
SC-111,2026-07-03 12:00:00,email,13.36,12.87,0.48,212.5,35.1,9.18
SC-111,2026-07-03 12:00:00,forms,8.9,8.55,0.36,249.8,33.5,6.39
SC-111,2026-07-03 12:30:00,phone,70.38,15.58,54.8,465.2,323.7,8.88
SC-111,2026-07-03 12:30:00,web,20.2,19.67,0.54,235.8,59.0,14.7
SC-111,2026-07-03 12:30:00,whatsapp,17.17,16.71,0.47,221.1,32.6,11.74
SC-111,2026-07-03 12:30:00,email,12.12,11.63,0.5,192.9,46.1,8.3
SC-111,2026-07-03 12:30:00,forms,8.08,7.73,0.35,257.2,38.9,5.42
SC-111,2026-07-03 13:00:00,phone,55.44,43.4,12.04,385.6,55.4,22.7
SC-111,2026-07-03 13:00:00,web,15.91,15.41,0.51,217.0,51.0,10.98
SC-111,2026-07-03 13:00:00,whatsapp,13.53,13.09,0.44,225.1,2.0,9.44
SC-111,2026-07-03 13:00:00,email,9.55,9.11,0.44,208.3,60.0,6.37
SC-111,2026-07-03 13:00:00,forms,6.37,6.3,0.07,217.5,25.1,4.54
SC-111,2026-07-03 13:30:00,phone,61.06,19.01,42.05,437.8,206.9,10.54
SC-111,2026-07-03 13:30:00,web,17.53,16.37,1.16,225.4,61.8,11.18
SC-111,2026-07-03 13:30:00,whatsapp,14.9,14.54,0.36,203.5,28.6,10.88
SC-111,2026-07-03 13:30:00,email,10.52,10.22,0.3,213.3,2.0,7.61
SC-111,2026-07-03 13:30:00,forms,7.01,6.78,0.23,193.6,24.4,5.07
SC-111,2026-07-03 14:00:00,phone,50.91,34.4,16.51,399.8,91.0,19.72
SC-111,2026-07-03 14:00:00,web,14.62,13.89,0.73,192.5,23.0,10.23
SC-111,2026-07-03 14:00:00,whatsapp,12.42,11.9,0.52,198.1,55.6,8.87
SC-111,2026-07-03 14:00:00,email,8.77,8.57,0.2,186.4,51.0,5.72
SC-111,2026-07-03 14:00:00,forms,5.85,5.6,0.25,222.8,33.0,3.94
SC-111,2026-07-03 14:30:00,phone,49.65,26.55,23.1,428.0,124.8,15.48
SC-111,2026-07-03 14:30:00,web,14.25,13.26,0.99,176.1,55.6,9.82
SC-111,2026-07-03 14:30:00,whatsapp,12.12,11.56,0.55,206.4,32.9,8.08
SC-111,2026-07-03 14:30:00,email,8.55,8.25,0.3,261.4,51.4,5.43
SC-111,2026-07-03 14:30:00,forms,5.7,5.39,0.32,222.5,79.3,3.88
SC-111,2026-07-03 15:00:00,phone,43.97,34.18,9.79,440.3,51.2,20.99
SC-111,2026-07-03 15:00:00,web,12.62,12.26,0.37,216.7,45.4,9.48
SC-111,2026-07-03 15:00:00,whatsapp,10.73,10.31,0.42,181.5,73.2,7.61
SC-111,2026-07-03 15:00:00,email,7.57,7.34,0.24,243.2,85.4,4.98
SC-111,2026-07-03 15:00:00,forms,5.05,5.03,0.02,269.0,68.0,3.19
SC-111,2026-07-03 15:30:00,phone,43.77,11.06,32.71,394.8,293.8,5.99
SC-111,2026-07-03 15:30:00,web,12.57,11.88,0.68,232.6,37.0,8.15
SC-111,2026-07-03 15:30:00,whatsapp,10.68,10.32,0.36,259.6,32.7,7.41
SC-111,2026-07-03 15:30:00,email,7.54,7.35,0.19,260.9,68.9,4.98
SC-111,2026-07-03 15:30:00,forms,5.03,4.85,0.18,249.8,61.4,3.46
SC-111,2026-07-03 16:00:00,phone,26.5,25.03,1.47,373.9,11.9,15.01
SC-111,2026-07-03 16:00:00,web,7.61,7.57,0.04,216.1,43.8,5.52
SC-111,2026-07-03 16:00:00,whatsapp,6.47,6.2,0.27,237.5,2.0,4.3
SC-111,2026-07-03 16:00:00,email,4.57,4.54,0.03,214.7,59.6,3.07
SC-111,2026-07-03 16:00:00,forms,3.04,3.02,0.02,222.8,11.9,2.19
SC-111,2026-07-03 16:30:00,phone,32.76,15.19,17.57,391.3,139.4,9.0
SC-111,2026-07-03 16:30:00,web,9.41,9.02,0.39,245.3,26.6,6.26
SC-111,2026-07-03 16:30:00,whatsapp,7.99,7.57,0.42,199.8,91.7,5.4
SC-111,2026-07-03 16:30:00,email,5.64,5.56,0.08,188.6,9.9,4.19
SC-111,2026-07-03 16:30:00,forms,3.76,3.52,0.24,241.0,54.9,2.51
SC-111,2026-07-03 17:00:00,phone,28.5,15.23,13.27,372.4,123.2,8.67
SC-111,2026-07-03 17:00:00,web,8.18,8.05,0.13,233.0,47.5,5.68
SC-111,2026-07-03 17:00:00,whatsapp,6.95,6.73,0.23,221.5,27.1,5.16
SC-111,2026-07-03 17:00:00,email,4.91,4.64,0.27,196.1,20.9,3.33
SC-111,2026-07-03 17:00:00,forms,3.27,3.16,0.11,195.5,21.0,2.22
SC-111,2026-07-03 17:30:00,phone,23.87,15.1,8.77,364.1,84.3,9.42
SC-111,2026-07-03 17:30:00,web,6.85,6.78,0.07,215.5,30.4,4.99
SC-111,2026-07-03 17:30:00,whatsapp,5.82,5.82,0.0,243.0,3.0,3.96
SC-111,2026-07-03 17:30:00,email,4.11,4.05,0.06,240.6,74.5,2.98
SC-111,2026-07-03 17:30:00,forms,2.74,2.6,0.14,206.6,12.5,1.85
SC-111,2026-07-03 18:00:00,phone,18.95,11.81,7.14,366.7,115.7,7.04
SC-111,2026-07-03 18:00:00,web,5.44,5.35,0.09,197.0,37.9,3.78
SC-111,2026-07-03 18:00:00,whatsapp,4.63,4.42,0.21,266.6,84.5,3.25
SC-111,2026-07-03 18:00:00,email,3.26,3.21,0.06,226.6,75.2,2.22
SC-111,2026-07-03 18:00:00,forms,2.18,2.04,0.13,237.6,22.8,1.35
SC-111,2026-07-03 18:30:00,phone,15.9,6.41,9.5,397.2,180.3,3.75
SC-111,2026-07-03 18:30:00,web,4.57,4.41,0.15,211.4,57.7,3.18
SC-111,2026-07-03 18:30:00,whatsapp,3.88,3.72,0.16,216.0,71.2,2.59
SC-111,2026-07-03 18:30:00,email,2.74,2.72,0.02,201.6,20.7,1.95
SC-111,2026-07-03 18:30:00,forms,1.83,1.75,0.08,237.0,57.5,1.31
SC-111,2026-07-03 19:00:00,phone,10.72,3.65,7.08,419.7,177.6,2.24
SC-111,2026-07-03 19:00:00,web,3.08,2.95,0.13,186.1,17.0,2.13
SC-111,2026-07-03 19:00:00,whatsapp,2.62,2.47,0.14,208.7,51.4,1.79
SC-111,2026-07-03 19:00:00,email,1.85,1.83,0.02,200.0,66.1,1.33
